epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,56.9832,0.70838,0.54911,0.92144,0.99196,1,0.995,0.8667,0.58971,0.33414,0.85668,0.001373,0.001373,0.001373
97,57.5656,0.78414,0.56583,0.97171,0.99184,1,0.995,0.86121,0.57593,0.34088,0.86292,0.0013664,0.0013664,0.0013664
98,58.1681,0.71005,0.54742,0.92859,0.99124,1,0.995,0.85285,0.57027,0.33992,0.86634,0.0013598,0.0013598,0.0013598
99,58.7596,0.65632,0.52757,0.92164,0.9912,1,0.995,0.86563,0.56079,0.34604,0.86066,0.0013532,0.0013532,0.0013532
100,59.3493,0.65196,0.52485,0.90886,0.99107,1,0.995,0.88493,0.55628,0.35242,0.86214,0.0013466,0.0013466,0.0013466
101,59.941,0.78125,0.55638,0.98042,0.99111,1,0.995,0.86248,0.53458,0.34421,0.86065,0.00134,0.00134,0.00134
102,60.5374,0.74778,0.58189,0.96671,0.99103,1,0.995,0.88495,0.52465,0.33634,0.85197,0.0013334,0.0013334,0.0013334
103,61.1287,0.66661,0.49773,0.9172,0.99151,1,0.995,0.88497,0.57908,0.29612,0.86847,0.0013268,0.0013268,0.0013268
104,61.7174,0.715,0.49726,0.96448,0.99184,1,0.995,0.83545,0.57895,0.31381,0.86847,0.0013202,0.0013202,0.0013202
105,62.3105,0.73689,0.50842,0.92582,0.99196,1,0.995,0.8767,0.55358,0.3183,0.86227,0.0013136,0.0013136,0.0013136
106,62.8957,0.69429,0.5066,0.92465,0.99215,1,0.995,0.90475,0.58554,0.33513,0.86872,0.001307,0.001307,0.001307
107,63.4995,0.70265,0.54008,0.98277,0.99236,1,0.995,0.86339,0.67224,0.39482,0.90165,0.0013004,0.0013004,0.0013004
108,64.0935,0.67977,0.51453,0.96385,0.99273,1,0.995,0.82983,0.82371,0.41169,0.947,0.0012938,0.0012938,0.0012938
109,64.6856,0.69065,0.51465,0.9329,0.99297,1,0.995,0.79388,0.95326,0.45004,1.02705,0.0012872,0.0012872,0.0012872
110,65.2854,0.71061,0.53126,0.96714,0.99247,1,0.995,0.83334,0.80833,0.4561,0.95031,0.0012806,0.0012806,0.0012806
111,65.8777,0.71438,0.4961,0.90698,0.99256,1,0.995,0.85131,0.71967,0.44844,0.91074,0.001274,0.001274,0.001274
112,66.4669,0.73224,0.53711,0.94764,0.99372,1,0.995,0.86268,0.68413,0.43067,0.8845,0.0012674,0.0012674,0.0012674
113,67.0533,0.70034,0.4885,0.95138,0.99714,1,0.995,0.86271,0.77695,0.45851,0.91322,0.0012608,0.0012608,0.0012608
114,67.6426,0.68684,0.47421,0.92456,1,0.9994,0.995,0.7399,1.01278,0.5106,1.00565,0.0012542,0.0012542,0.0012542
115,68.228,0.63117,0.45984,0.88603,1,0.99811,0.995,0.76351,1.04416,0.52118,1.02187,0.0012476,0.0012476,0.0012476
116,68.8109,0.67225,0.49195,0.91099,0.99871,1,0.995,0.83943,0.81414,0.46131,0.92181,0.001241,0.001241,0.001241
117,69.3911,0.61495,0.48433,0.91041,0.9949,1,0.995,0.87402,0.6458,0.41041,0.87595,0.0012344,0.0012344,0.0012344
118,69.9752,0.74945,0.53169,0.9385,0.99264,1,0.995,0.89903,0.57313,0.35476,0.86019,0.0012278,0.0012278,0.0012278
119,70.5601,0.68884,0.50339,0.9454,0.99183,1,0.995,0.86587,0.61427,0.35681,0.87521,0.0012212,0.0012212,0.0012212
120,71.1429,0.63934,0.49956,0.9047,0.99179,1,0.995,0.89849,0.57212,0.35352,0.8651,0.0012146,0.0012146,0.0012146
121,71.7259,0.66315,0.49344,0.94303,0.99183,1,0.995,0.90705,0.5107,0.32186,0.85115,0.001208,0.001208,0.001208
122,72.3058,0.70401,0.52506,0.97539,0.99192,1,0.995,0.8991,0.52495,0.32241,0.8503,0.0012014,0.0012014,0.0012014
123,72.8868,0.69216,0.48809,0.94742,0.9919,1,0.995,0.89863,0.56497,0.32812,0.87135,0.0011948,0.0011948,0.0011948
124,73.4684,0.66707,0.47243,0.93202,0.99202,1,0.995,0.87793,0.56699,0.34017,0.88571,0.0011882,0.0011882,0.0011882
125,74.0496,0.67941,0.47615,0.94635,0.99213,1,0.995,0.87873,0.53553,0.33255,0.88094,0.0011816,0.0011816,0.0011816
126,74.6334,0.64248,0.46689,0.88473,0.99227,1,0.995,0.8715,0.5588,0.33448,0.86975,0.001175,0.001175,0.001175
127,75.2127,0.60048,0.44175,0.94243,0.99229,1,0.995,0.91945,0.56594,0.3469,0.85897,0.0011684,0.0011684,0.0011684
128,75.8032,0.63829,0.45183,0.91306,0.99218,1,0.995,0.90076,0.52768,0.33249,0.85603,0.0011618,0.0011618,0.0011618
129,76.3895,0.68101,0.45874,0.94206,0.99178,1,0.995,0.88159,0.52942,0.34126,0.86714,0.0011552,0.0011552,0.0011552
